time,aqi,pm2_5,pm10,co,no2,o3,so2,rank,temp,humi,wse,wd,tq
2014-02-03 06:00:00,110,82,83,0.8,14,26,5,125,12.0,84,1.0,东风,
2014-02-03 08:00:00,100,75,0,0.8,29,14,9,123,13.0,84,1.0,东风,
2014-02-03 09:00:00,200,150,0,1.2,31,18,13,175,14.0,81,2.0,东风,
2014-02-03 11:00:00,220,169,199,1.6,18,35,8,178,14.0,75,3.0,东风,
2014-02-03 12:00:00,158,120,134,1.5,14,45,8,168,15.0,71,3.0,东北风,
2014-02-03 13:00:00,114,86,97,1.4,11,56,7,159,15.0,68,3.0,东风,
2014-02-03 14:00:00,107,80,93,1.4,14,54,6,159,15.0,68,4.0,东风,
2014-02-03 15:00:00,98,73,76,1.4,22,46,5,159,13.0,73,4.0,东风,
2014-02-03 16:00:00,72,52,61,1.4,23,35,4,139,13.0,72,3.0,东风,
2014-02-03 18:00:00,47,33,0,1.4,18,40,6,52,11.0,75,3.0,东风,
2014-02-03 19:00:00,55,38,0,1.3,16,41,6,76,10.0,77,3.0,东北风,
2014-02-03 20:00:00,29,20,27,0.9,14,40,4,6,9.0,77,2.0,东风,
2014-02-03 21:00:00,31,22,23,0.6,10,42,2,3,8.0,75,3.0,东风,
2014-02-03 22:00:00,43,30,33,0.4,9,41,1,39,7.0,76,3.0,东风,
2014-02-03 23:00:00,43,30,39,0.4,7,41,1,43,16.0,71,1.0,东风,
2014-02-04 00:00:00,41,26,40,0.4,7,41,1,34,7.0,75,2.0,东北风,
2014-02-04 02:00:00,41,29,38,0.4,6,40,1,32,6.0,75,2.0,东风,
2014-02-04 04:00:00,52,33,52,0.4,4,41,1,78,5.0,71,3.0,东风,
2014-02-04 05:00:00,54,35,56,0.4,5,41,1,86,5.0,70,2.0,东北风,
2014-02-04 06:00:00,58,37,65,0.4,5,41,3,96,5.0,67,2.0,东风,
2014-02-04 07:00:00,74,43,97,0.4,6,42,10,136,5.0,66,2.0,东风,
2014-02-04 10:00:00,63,45,74,0.4,8,44,5,98,5.0,64,3.0,东风,
2014-02-04 11:00:00,68,49,74,0.4,8,43,4,119,5.0,62,3.0,东风,
2014-02-04 12:00:00,71,51,72,0.5,8,48,6,140,6.0,60,2.0,东风,
2014-02-04 13:00:00,64,46,66,0.5,7,51,7,133,7.0,52,2.0,东风,
2014-02-04 14:00:00,57,40,58,0.5,7,58,8,117,7.0,51,3.0,东风,
2014-02-04 15:00:00,55,35,59,0.5,7,61,8,109,7.0,50,3.0,东北风,
2014-02-04 16:00:00,51,31,50,0.5,7,62,8,90,7.0,49,3.0,东北风,
2014-02-04 18:00:00,51,30,50,0.5,11,62,9,85,6.0,49,2.0,东风,
2014-02-04 20:00:00,42,21,41,0.4,8,63,8,43,6.0,50,2.0,东风,
2014-02-04 21:00:00,38,20,37,0.4,7,58,6,21,5.0,52,3.0,东风,
2014-02-04 22:00:00,37,19,36,0.4,5,58,5,22,5.0,53,3.0,东风,
2014-02-04 23:00:00,33,18,32,0.4,5,56,5,10,5.0,54,2.0,东北风,
2014-02-05 00:00:00,32,19,31,0.4,7,55,4,7,5.0,57,3.0,东风,
2014-02-05 01:00:00,30,17,28,0.4,5,54,4,1,5.0,58,2.0,东风,
2014-02-05 03:00:00,31,20,30,0.4,4,51,5,11,5.0,60,2.0,东北风,
2014-02-05 04:00:00,31,20,30,0.4,6,50,5,13,5.0,60,3.0,东风,
2014-02-05 05:00:00,30,20,29,0.4,5,47,5,9,5.0,61,2.0,东风,
2014-02-05 06:00:00,30,21,28,0.4,4,48,5,17,5.0,61,3.0,东风,
2014-02-05 08:00:00,33,23,27,0.3,7,41,5,31,5.0,62,3.0,东风,
2014-02-05 09:00:00,36,25,29,0.4,7,43,5,39,7.0,59,3.0,东风,
2014-02-05 10:00:00,34,24,33,0.4,6,45,7,33,9.0,55,3.0,东北风,
2014-02-05 11:00:00,36,25,35,0.5,6,55,8,45,9.0,55,2.0,东北风,
2014-02-05 12:00:00,40,27,39,0.5,6,57,8,61,10.0,54,3.0,东北风,
2014-02-05 13:00:00,42,28,41,0.5,6,61,7,70,11.0,53,2.0,东风,
2014-02-05 14:00:00,43,30,41,0.5,7,63,7,75,12.0,52,4.0,东北风,
2014-02-05 15:00:00,47,31,46,0.5,8,63,7,99,12.0,53,2.0,东北风,
2014-02-05 16:00:00,48,32,47,0.5,10,61,7,102,12.0,53,2.0,东北风,
2014-02-05 17:00:00,49,34,45,0.5,12,54,8,104,11.0,58,3.0,东风,
2014-02-05 18:00:00,50,33,49,0.5,13,50,6,104,10.0,62,2.0,东风,
2014-02-05 19:00:00,47,33,43,0.5,12,46,6,94,10.0,64,2.0,东风,
2014-02-05 20:00:00,49,34,41,0.5,14,42,5,97,9.0,67,2.0,东风,
2014-02-05 21:00:00,49,34,42,0.5,14,39,5,95,9.0,69,2.0,东风,
2014-02-05 22:00:00,50,35,39,0.5,12,40,5,94,9.0,72,2.0,东风,
2014-02-05 23:00:00,52,36,43,0.4,14,35,4,107,8.0,74,2.0,东风,
2014-02-06 00:00:00,49,34,38,0.4,16,30,4,103,8.0,74,2.0,东风,
2014-02-06 01:00:00,49,34,39,0.4,18,27,4,99,8.0,77,1.0,东风,
2014-02-06 02:00:00,47,33,37,0.4,15,28,4,97,7.0,79,1.0,东风,
2014-02-06 03:00:00,52,36,37,0.5,15,26,4,104,7.0,80,1.0,西北风,
2014-02-06 04:00:00,58,41,42,0.5,15,21,4,119,7.0,80,1.0,西风,
2014-02-06 05:00:00,66,47,39,0.5,16,13,5,133,7.0,80,0.0,北风,
2014-02-06 06:00:00,62,44,44,0.5,11,17,6,128,7.0,81,0.0,北风,
2014-02-06 07:00:00,67,48,40,0.6,20,9,7,130,7.0,82,1.0,南风,
2014-02-06 10:00:00,76,55,54,0.6,12,32,11,135,11.0,67,1.0,东风,
2014-02-06 11:00:00,89,66,61,0.6,11,40,9,144,12.0,66,2.0,东北风,
2014-02-06 12:00:00,69,50,51,0.6,10,43,9,127,12.0,65,2.0,东风,
2014-02-06 14:00:00,64,46,0,0.5,9,47,7,129,12.0,69,2.0,东风,
2014-02-06 15:00:00,66,47,0,0.5,10,46,6,136,12.0,68,2.0,东北风,
2014-02-06 16:00:00,64,46,0,0.5,11,43,6,134,11.0,71,2.0,东风,
2014-02-06 17:00:00,63,45,0,0.5,14,39,6,127,11.0,73,2.0,东北风,
2014-02-06 18:00:00,57,40,42,0.5,17,33,5,119,10.0,76,2.0,东风,
2014-02-06 19:00:00,44,31,0,0.6,20,24,5,94,10.0,77,2.0,东风,
2014-02-06 20:00:00,37,26,0,0.6,23,18,5,62,9.0,80,2.0,东风,
2014-02-07 21:00:00,29,20,14,0.7,17,33,4,27,4.0,93,3.0,东风,
2014-02-07 22:00:00,29,20,0,0.7,15,34,4,27,4.0,93,3.0,东风,
2014-02-07 23:00:00,29,20,0,0.7,13,33,4,27,4.0,91,1.0,东北风,
2014-02-08 00:00:00,29,20,0,0.7,13,31,4,25,4.0,90,1.0,东风,
2014-02-08 01:00:00,33,23,0,0.7,14,29,4,30,4.0,89,1.0,东风,
2014-02-08 02:00:00,34,24,0,0.7,11,33,5,34,4.0,90,2.0,东风,
2014-02-08 03:00:00,34,24,0,0.6,8,34,4,31,4.0,90,2.0,东风,
2014-02-08 04:00:00,40,28,0,0.5,7,34,3,47,3.0,89,2.0,东风,
2014-02-08 05:00:00,41,29,0,0.5,6,34,4,50,3.0,89,2.0,东风,
2014-02-08 06:00:00,43,30,0,0.5,6,34,4,57,3.0,86,2.0,东风,
2014-02-08 07:00:00,49,34,0,0.5,8,33,4,62,3.0,84,2.0,东风,
2014-02-08 08:00:00,56,39,0,0.6,13,30,5,74,3.0,87,2.0,东风,
2014-02-08 09:00:00,57,40,0,0.6,12,33,7,67,4.0,80,2.0,东风,
2014-02-08 10:00:00,49,34,38,0.6,12,33,65,45,4.0,80,2.0,东风,
2014-02-08 11:00:00,44,31,0,1.0,14,38,7,37,4.0,74,2.0,东风,
2014-02-08 12:00:00,64,46,0,0.7,13,36,6,82,4.0,76,2.0,东风,
2014-02-08 13:00:00,82,60,0,0.7,13,38,5,122,4.0,76,2.0,东风,
2014-02-08 14:00:00,79,58,0,0.7,15,39,5,118,4.0,74,3.0,东风,
2014-02-08 15:00:00,76,55,0,0.8,14,36,62,110,4.0,73,2.0,东风,
2014-02-08 16:00:00,64,46,0,0.6,17,38,5,92,4.0,73,3.0,东风,
2014-02-08 17:00:00,63,45,0,0.7,21,35,6,91,4.0,73,3.0,东风,
2014-02-08 18:00:00,67,48,0,0.7,24,33,7,97,4.0,70,3.0,东北风,
2014-02-08 19:00:00,71,51,51,0.7,24,35,8,105,3.0,72,3.0,东风,
2014-02-08 20:00:00,79,58,0,0.8,24,37,10,122,3.0,71,3.0,东风,
2014-02-08 21:00:00,90,67,0,0.7,23,41,14,136,3.0,71,3.0,东北风,
2014-02-08 22:00:00,95,71,0,0.7,22,42,13,146,3.0,71,2.0,东风,
2014-02-08 23:00:00,111,83,0,0.7,20,44,14,156,3.0,76,3.0,东风,
2014-02-09 00:00:00,111,83,0,0.8,21,45,17,156,3.0,73,2.0,东风,
2014-02-09 01:00:00,108,81,0,0.8,20,43,22,155,3.0,73,2.0,东风,
2014-02-09 02:00:00,114,86,0,0.8,20,44,24,159,3.0,76,3.0,东风,
2014-02-09 03:00:00,119,90,0,0.8,20,44,21,164,3.0,77,1.0,东风,
2014-02-09 04:00:00,118,89,0,0.8,19,41,18,168,2.0,80,2.0,东风,
2014-02-09 05:00:00,116,87,0,0.7,19,36,15,161,2.0,84,2.0,东风,
2014-02-09 06:00:00,103,77,0,0.7,19,34,15,145,2.0,84,2.0,东风,
2014-02-09 07:00:00,84,62,0,0.6,17,38,14,135,2.0,76,3.0,东北风,
2014-02-09 08:00:00,76,55,56,0.6,18,41,14,124,2.0,79,2.0,东风,
2014-02-09 09:00:00,66,47,61,0.6,21,41,13,115,2.0,83,2.0,东风,
2014-02-09 10:00:00,67,48,56,0.7,22,43,13,121,1.0,92,2.0,东风,
2014-02-09 11:00:00,74,54,55,0.8,24,45,13,139,1.0,94,2.0,东风,
2014-02-09 12:00:00,83,61,55,0.8,26,43,13,151,1.0,95,1.0,东风,
2014-02-09 13:00:00,94,70,0,0.9,27,43,14,167,1.0,95,2.0,东南风,
2014-02-09 14:00:00,106,79,0,1.0,26,44,14,180,2.0,94,1.0,东风,
2014-02-09 15:00:00,96,72,0,1.0,24,46,14,178,2.0,93,2.0,东风,
2014-02-09 16:00:00,68,49,55,0.9,26,47,14,150,2.0,93,2.0,东风,
2014-02-09 17:00:00,61,43,0,0.9,28,45,14,137,2.0,93,3.0,东风,
2014-02-09 18:00:00,66,47,0,1.0,31,38,13,143,2.0,91,2.0,东风,
2014-02-09 19:00:00,67,48,0,1.0,33,35,14,145,1.0,92,1.0,东风,
2014-02-09 20:00:00,76,55,0,1.0,32,32,13,157,1.0,94,1.0,东南风,
2014-02-09 21:00:00,84,62,0,1.0,30,31,12,167,1.0,95,2.0,东风,
2014-02-09 22:00:00,78,57,0,0.9,27,30,11,161,1.0,95,1.0,东风,
2014-02-09 23:00:00,67,48,0,0.8,24,32,11,140,1.0,95,2.0,东风,
2014-02-10 00:00:00,66,47,0,0.7,19,35,9,139,3.0,80,2.0,东风,
2014-02-10 01:00:00,61,43,0,0.7,17,38,9,126,0.0,95,2.0,东风,
2014-02-10 02:00:00,46,32,30,0.6,14,42,8,95,0.0,94,2.0,东风,
2014-02-10 03:00:00,40,28,0,0.6,13,42,7,76,0.0,92,2.0,东风,
2014-02-10 04:00:00,43,30,29,0.6,14,38,8,87,0.0,92,2.0,东风,
2014-02-10 05:00:00,44,31,0,0.6,14,39,8,92,0.0,89,2.0,东北风,
2014-02-10 06:00:00,46,32,0,0.6,16,37,8,90,0.0,87,2.0,东风,
2014-02-10 08:00:00,53,37,0,0.6,18,37,10,98,0.0,81,2.0,东风,
2014-02-10 09:00:00,58,41,39,0.6,17,40,14,105,1.0,74,2.0,东北风,
2014-02-10 11:00:00,56,39,46,0.6,16,50,15,101,1.0,78,2.0,西风,
2014-02-10 12:00:00,64,46,57,0.6,22,43,18,127,1.0,77,2.0,西风,
2014-02-10 13:00:00,62,44,48,0.6,17,50,25,134,2.0,74,2.0,东南风,
2014-02-10 14:00:00,55,38,42,0.5,17,52,15,120,2.0,73,2.0,东南风,
2014-02-10 16:00:00,52,36,37,0.5,15,54,8,93,1.0,85,1.0,东风,
2014-02-10 17:00:00,49,34,37,0.5,19,52,9,73,1.0,83,2.0,东风,
2014-02-10 18:00:00,43,30,32,0.5,19,52,9,43,1.0,71,2.0,东风,
2014-02-10 19:00:00,39,27,32,0.5,21,49,12,20,1.0,71,2.0,东风,
2014-02-10 20:00:00,40,28,35,0.5,22,46,12,18,0.0,72,2.0,东风,
2014-02-10 21:00:00,46,32,35,0.5,24,43,11,34,0.0,71,2.0,东风,
2014-02-10 22:00:00,53,37,40,0.5,22,44,10,56,0.0,69,2.0,东风,
2014-02-10 23:00:00,55,38,42,0.5,21,43,11,66,1.0,95,2.0,东风,
2014-02-11 00:00:00,49,34,39,0.5,16,46,11,41,0.0,65,2.0,东风,
2014-02-11 01:00:00,49,34,34,0.5,14,49,11,41,0.0,65,2.0,东风,
2014-02-11 02:00:00,49,34,32,0.5,12,49,10,40,-1.0,67,1.0,东北风,
2014-02-11 03:00:00,55,38,0,0.5,16,47,9,55,-1.0,68,1.0,东北风,
2014-02-11 04:00:00,57,40,42,0.5,14,48,9,69,-1.0,64,2.0,东北风,
2014-02-11 05:00:00,57,40,0,0.5,12,46,9,63,-1.0,66,1.0,东北风,
2014-02-11 06:00:00,56,39,0,0.5,11,46,10,56,-1.0,66,1.0,东风,
2014-02-11 07:00:00,63,45,0,0.5,18,38,12,62,-1.0,75,1.0,西北风,
2014-02-11 08:00:00,64,46,0,0.6,21,33,14,60,-1.0,71,2.0,西南风,
2014-02-11 09:00:00,73,53,0,0.6,21,33,17,65,0.0,68,2.0,西风,
2014-02-11 10:00:00,78,57,57,0.6,18,38,24,77,2.0,59,1.0,西南风,
2014-02-11 11:00:00,74,54,59,0.5,17,48,21,72,2.0,60,2.0,东风,
2014-02-11 12:00:00,73,53,57,0.5,15,54,17,86,2.0,53,1.0,南风,
2014-02-11 13:00:00,73,53,56,0.5,16,56,20,88,2.0,53,1.0,南风,
2014-02-11 14:00:00,76,55,59,0.5,20,56,23,101,3.0,52,1.0,东北风,
2014-02-11 15:00:00,72,52,64,0.5,22,57,23,95,3.0,51,1.0,东风,
2014-02-11 16:00:00,67,48,54,0.5,18,62,16,80,3.0,49,0.0,北风,
2014-02-11 17:00:00,73,53,0,0.5,19,63,13,94,3.0,51,1.0,东北风,
2014-02-11 18:00:00,79,58,0,0.5,22,62,12,100,3.0,54,2.0,东风,
2014-02-11 19:00:00,79,58,62,0.6,27,54,13,93,2.0,63,2.0,东风,
2014-02-11 20:00:00,76,55,60,0.6,31,44,12,73,1.0,68,2.0,东风,
2014-02-11 21:00:00,74,54,0,0.6,30,39,11,64,1.0,70,2.0,东风,
2014-02-11 23:00:00,91,68,0,0.6,42,22,15,86,0.0,64,2.0,东风,
2014-02-12 00:00:00,94,70,69,0.7,45,18,17,87,1.0,69,2.0,东南风,
2014-02-12 01:00:00,91,68,0,0.6,40,18,14,83,1.0,73,1.0,东南风,
2014-02-12 02:00:00,89,66,0,0.6,34,20,12,83,0.0,75,1.0,东风,
2014-02-12 03:00:00,90,67,0,0.6,27,26,16,86,0.0,76,1.0,北风,
2014-02-12 04:00:00,89,66,0,0.6,26,24,14,89,0.0,79,1.0,东风,
2014-02-12 05:00:00,90,67,0,0.6,27,24,17,92,0.0,77,1.0,东风,
2014-02-12 06:00:00,95,71,0,0.7,29,24,23,102,0.0,78,1.0,东北风,
2014-02-12 07:00:00,100,75,0,0.7,38,18,23,109,0.0,75,2.0,东北风,
2014-02-12 08:00:00,107,80,0,0.8,38,20,27,110,0.0,76,1.0,东风,
2014-02-12 09:00:00,113,85,0,0.9,35,23,33,110,0.0,76,1.0,东风,
2014-02-12 10:00:00,119,90,0,0.9,34,26,35,120,2.0,69,2.0,东南风,
2014-02-12 11:00:00,127,96,0,0.8,34,28,35,133,2.0,68,2.0,东风,
2014-02-12 12:00:00,128,97,0,0.8,35,28,33,137,2.0,69,2.0,东风,
2014-02-12 13:00:00,124,94,0,0.8,36,28,32,139,3.0,71,2.0,东风,
2014-02-12 14:00:00,114,86,0,0.8,35,31,28,134,2.0,81,2.0,东风,
2014-02-12 15:00:00,118,89,0,0.8,39,28,23,141,2.0,89,1.0,东南风,
2014-02-12 16:00:00,114,86,0,0.8,42,25,20,136,2.0,93,2.0,东风,
2014-02-12 17:00:00,107,80,0,0.8,44,24,20,125,2.0,92,2.0,东风,
2014-02-12 18:00:00,113,85,0,1.0,54,15,20,126,2.0,92,1.0,东风,
2014-02-12 19:00:00,113,85,0,1.0,56,11,19,122,1.0,94,1.0,东风,
2014-02-12 20:00:00,110,82,0,1.1,57,8,17,111,1.0,95,1.0,东风,
2014-02-12 21:00:00,105,78,0,1.2,56,7,16,105,1.0,95,1.0,东风,
2014-02-12 22:00:00,103,77,0,1.2,58,5,14,103,1.0,96,1.0,北风,
2014-02-12 23:00:00,106,79,0,1.2,57,3,16,105,0.0,72,2.0,东风,
2014-02-13 00:00:00,111,83,0,1.3,58,1,12,115,1.0,96,1.0,北风,
2014-02-13 01:00:00,108,81,0,1.3,57,1,11,113,1.0,96,0.0,北风,
2014-02-13 02:00:00,112,84,0,1.3,54,1,10,113,1.0,96,1.0,西北风,
2014-02-13 03:00:00,119,90,0,1.3,52,1,11,116,1.0,96,0.0,北风,
2014-02-13 04:00:00,114,86,0,1.3,51,1,13,116,1.0,96,1.0,西风,
2014-02-13 05:00:00,105,78,0,1.2,49,1,13,110,1.0,96,0.0,北风,
2014-02-13 06:00:00,96,72,0,1.2,46,1,11,101,1.0,97,1.0,西南风,
2014-02-13 07:00:00,89,66,0,1.2,44,1,11,95,1.0,96,1.0,西风,
2014-02-13 08:00:00,90,67,0,1.2,38,3,11,91,1.0,96,1.0,西南风,
2014-02-13 09:00:00,91,68,0,1.3,36,5,13,92,1.0,96,1.0,西南风,
2014-02-13 10:00:00,100,75,0,1.3,34,7,14,102,2.0,95,1.0,东北风,
2014-02-13 11:00:00,113,85,0,1.4,36,7,20,116,2.0,95,1.0,北风,
2014-02-13 12:00:00,114,86,0,1.3,38,10,19,126,3.0,93,1.0,南风,
2014-02-13 13:00:00,102,76,81,1.3,40,12,20,121,3.0,92,1.0,西风,
2014-02-13 14:00:00,98,73,0,1.2,42,11,18,120,3.0,91,1.0,西风,
2014-02-13 15:00:00,88,65,0,1.1,41,13,19,110,3.0,92,1.0,西风,
2014-02-13 16:00:00,77,56,50,1.1,45,11,21,99,3.0,91,1.0,东北风,
2014-02-13 17:00:00,67,48,0,1.1,47,10,18,83,3.0,90,1.0,西风,
2014-02-13 18:00:00,63,45,0,1.1,48,9,15,70,3.0,90,1.0,西风,
2014-02-13 19:00:00,67,48,0,1.0,46,10,14,70,3.0,92,1.0,西北风,
2014-02-13 20:00:00,78,57,0,1.1,47,9,14,75,3.0,91,1.0,西南风,
2014-02-13 22:00:00,93,69,0,1.1,30,23,11,85,3.0,92,0.0,北风,
2014-02-13 23:00:00,95,71,83,1.1,27,28,11,90,3.0,91,1.0,西风,
2014-02-14 00:00:00,94,70,0,1.1,22,30,10,86,3.0,90,1.0,西南风,
2014-02-14 01:00:00,93,69,0,1.0,24,29,11,82,3.0,89,1.0,西风,
2014-02-14 02:00:00,93,69,0,1.0,22,28,11,76,3.0,89,1.0,西风,
2014-02-14 03:00:00,98,73,0,1.0,22,29,14,91,3.0,90,2.0,西风,
2014-02-14 04:00:00,94,70,0,0.9,22,29,12,83,3.0,91,1.0,西风,
2014-02-14 05:00:00,88,65,0,0.9,21,28,13,77,3.0,91,0.0,北风,
2014-02-14 06:00:00,89,66,0,1.0,19,27,12,74,3.0,91,1.0,北风,
2014-02-14 07:00:00,89,66,0,1.0,24,19,13,71,3.0,92,1.0,东风,
2014-02-14 08:00:00,98,73,0,1.0,31,16,13,78,3.0,92,1.0,北风,
2014-02-14 09:00:00,95,71,84,1.1,37,14,16,68,3.0,90,1.0,北风,
2014-02-14 10:00:00,107,80,80,1.1,37,13,55,77,3.0,84,1.0,西北风,
2014-02-14 11:00:00,112,84,87,1.1,40,20,104,89,3.0,83,1.0,西南风,
2014-02-14 12:00:00,110,82,86,1.0,41,23,29,98,4.0,81,1.0,西风,
2014-02-14 13:00:00,99,74,84,1.0,36,31,29,99,4.0,73,1.0,南风,
2014-02-14 14:00:00,82,60,66,0.9,28,44,21,77,5.0,69,1.0,东风,
2014-02-14 15:00:00,80,59,68,0.9,24,42,75,81,4.0,72,2.0,东风,
2014-02-14 16:00:00,79,58,65,0.9,29,43,15,80,4.0,73,1.0,东南风,
2014-02-14 17:00:00,83,61,64,0.8,32,41,15,81,4.0,72,1.0,东南风,
2014-02-14 18:00:00,94,70,75,0.8,40,34,21,94,4.0,77,1.0,东南风,
2014-02-14 19:00:00,145,111,116,0.8,43,28,31,137,4.0,78,1.0,南风,
2014-02-14 20:00:00,204,153,232,0.9,45,20,35,146,3.0,84,1.0,北风,
2014-02-14 21:00:00,171,129,219,0.9,36,23,20,120,3.0,90,1.0,东北风,
2014-02-14 22:00:00,173,131,167,0.8,41,16,18,107,2.0,93,1.0,东北风,
2014-02-14 23:00:00,148,113,153,0.8,42,8,12,98,2.0,94,1.0,东风,
2014-02-15 00:00:00,148,113,141,0.8,41,5,12,98,1.0,95,1.0,东风,
2014-02-15 01:00:00,132,100,128,0.8,37,8,10,87,1.0,95,1.0,东风,
2014-02-15 02:00:00,127,96,110,0.8,34,7,9,84,1.0,95,1.0,东风,
2014-02-15 03:00:00,117,88,90,0.7,30,9,8,77,0.0,96,1.0,东风,
2014-02-15 04:00:00,127,96,0,0.8,39,5,7,92,0.0,95,1.0,东风,
2014-02-15 05:00:00,143,109,130,0.8,38,3,8,108,0.0,96,2.0,东南风,
2014-02-15 06:00:00,130,99,106,0.8,22,18,6,93,0.0,97,1.0,东风,
2014-02-15 07:00:00,141,108,0,0.8,26,17,8,104,0.0,97,1.0,东北风,
2014-02-15 08:00:00,121,91,93,0.9,25,21,9,76,0.0,97,1.0,东南风,
2014-02-15 09:00:00,140,107,145,0.9,24,23,14,87,0.0,98,1.0,东风,
2014-02-15 10:00:00,129,98,0,0.9,21,27,12,79,2.0,97,1.0,东北风,
2014-02-15 11:00:00,141,108,0,0.9,19,36,14,92,3.0,87,2.0,东风,
2014-02-15 12:00:00,185,139,0,0.9,20,53,23,133,6.0,61,2.0,东风,
2014-02-15 13:00:00,183,138,147,0.9,21,89,30,138,8.0,47,2.0,东风,
2014-02-15 14:00:00,124,94,106,0.8,15,98,23,103,9.0,50,2.0,东风,
2014-02-15 15:00:00,118,89,100,0.8,16,97,20,99,9.0,49,2.0,东风,
2014-02-15 16:00:00,111,83,97,0.8,19,98,20,93,9.0,52,2.0,东北风,
2014-02-15 17:00:00,119,90,97,0.8,25,93,21,107,9.0,54,2.0,东北风,
2014-02-15 18:00:00,119,90,93,0.9,40,76,22,100,9.0,56,1.0,东北风,
2014-02-15 19:00:00,119,90,86,0.9,50,59,25,96,8.0,59,2.0,东风,
2014-02-15 20:00:00,113,85,88,0.9,57,45,26,90,8.0,63,2.0,东风,
2014-02-15 21:00:00,108,81,90,0.9,59,36,24,86,8.0,63,2.0,东风,
2014-02-15 22:00:00,107,80,95,0.9,59,31,26,93,8.0,62,2.0,东风,
2014-02-15 23:00:00,85,63,88,0.7,42,40,18,75,2.0,95,1.0,东南风,
