time,aqi,pm2_5,pm10,co,no2,o3,so2,rank,temp,humi,wse,wd,tq
2014-01-03 10:00:00,262,212,286,2.2,90,5,129,149,10.0,62,1.0,东南风,
2014-01-03 11:00:00,239,188,306,1.8,91,7,179,140,10.0,62,1.0,东南风,
2014-01-03 12:00:00,220,169,238,1.8,90,13,171,128,10.0,62,1.0,东南风,
2014-01-03 13:00:00,223,172,208,1.6,91,20,151,137,10.0,62,1.0,东南风,
2014-01-03 14:00:00,199,149,190,1.4,82,40,146,132,10.0,62,1.0,东南风,
2014-01-03 15:00:00,187,141,200,1.3,62,57,179,139,10.0,62,1.0,东南风,
2014-01-03 16:00:00,145,111,154,1.2,61,69,66,121,10.0,62,1.0,东南风,
2014-01-03 17:00:00,144,110,162,1.3,79,54,74,118,10.0,62,1.0,东南风,
2014-01-03 18:00:00,172,130,190,1.4,92,43,88,135,10.0,62,1.0,东南风,
2014-01-03 19:00:00,192,144,193,1.5,95,36,74,134,10.0,62,1.0,东南风,
2014-01-03 20:00:00,210,159,212,1.9,120,7,69,143,10.0,62,1.0,东南风,
2014-01-03 21:00:00,222,171,225,1.6,115,4,64,151,10.0,62,1.0,东南风,
2014-01-03 22:00:00,232,181,224,2.1,116,2,69,162,10.0,62,1.0,东南风,
2014-01-03 23:00:00,242,191,245,2.3,111,3,72,171,10.0,62,1.0,东南风,
2014-01-04 00:00:00,241,190,266,2.3,85,5,49,173,10.0,62,1.0,东南风,
2014-01-04 01:00:00,229,178,228,1.9,76,4,35,169,10.0,62,1.0,东南风,
2014-01-04 02:00:00,225,174,205,2.1,70,3,35,169,10.0,62,1.0,东南风,
2014-01-04 03:00:00,221,170,191,2.0,64,2,25,170,10.0,62,1.0,东南风,
2014-01-04 04:00:00,204,153,181,1.5,58,1,22,157,10.0,62,1.0,东南风,
2014-01-04 05:00:00,206,155,172,1.6,55,1,22,163,10.0,62,1.0,东南风,
2014-01-04 06:00:00,209,158,169,1.8,51,1,29,168,10.0,62,1.0,东南风,
2014-01-04 07:00:00,219,168,167,1.9,52,1,36,179,10.0,62,1.0,东南风,
2014-01-04 08:00:00,230,179,189,2.0,54,2,34,179,10.0,62,1.0,东南风,
2014-01-04 09:00:00,245,194,220,2.3,58,3,47,182,10.0,62,1.0,东南风,
2014-01-04 10:00:00,256,206,256,1.9,63,7,92,185,10.0,62,1.0,东南风,
2014-01-04 11:00:00,270,220,259,1.7,75,17,99,181,10.0,62,1.0,东南风,
2014-01-04 12:00:00,259,209,237,1.7,70,23,99,182,10.0,62,1.0,东南风,
2014-01-04 13:00:00,171,129,191,1.4,48,47,95,146,10.0,62,1.0,东南风,
2014-01-04 14:00:00,161,122,152,1.2,50,54,90,148,10.0,62,1.0,东南风,
2014-01-04 17:00:00,149,114,155,1.3,84,30,91,142,10.0,62,1.0,东南风,
2014-01-04 18:00:00,233,182,204,1.6,106,17,105,177,10.0,62,1.0,东南风,
2014-01-04 19:00:00,354,304,315,2.2,128,4,123,187,10.0,62,1.0,东南风,
2014-01-04 20:00:00,418,376,394,2.4,127,2,123,189,10.0,62,1.0,东南风,
2014-01-04 21:00:00,412,367,402,2.3,119,2,113,188,10.0,62,1.0,东南风,
2014-01-04 22:00:00,396,346,399,2.1,110,3,108,188,10.0,62,1.0,东南风,
2014-01-04 23:00:00,371,321,358,2.0,100,7,103,188,10.0,62,1.0,东南风,
2014-01-05 00:00:00,368,318,346,2.0,104,3,113,187,10.0,62,1.0,东南风,
2014-01-05 01:00:00,373,323,364,2.1,105,2,111,187,10.0,62,1.0,东南风,
2014-01-05 02:00:00,372,322,369,2.2,101,2,103,187,10.0,62,1.0,东南风,
2014-01-05 03:00:00,365,315,357,2.1,95,2,85,189,10.0,62,1.0,东南风,
2014-01-05 04:00:00,350,299,336,2.1,90,2,70,189,10.0,62,1.0,东南风,
2014-01-05 05:00:00,341,290,322,2.2,86,1,58,189,10.0,62,1.0,东南风,
2014-01-05 06:00:00,332,281,321,2.1,80,2,54,189,10.0,62,1.0,东南风,
2014-01-05 07:00:00,331,280,303,2.2,74,1,49,189,10.0,62,1.0,东南风,
2014-01-05 08:00:00,342,291,311,2.3,75,2,58,188,10.0,62,1.0,东南风,
2014-01-05 09:00:00,369,319,340,2.3,75,5,79,188,10.0,62,1.0,东南风,
2014-01-05 10:00:00,391,341,383,2.4,80,10,94,189,10.0,62,1.0,东南风,
2014-01-05 11:00:00,397,347,384,2.4,89,20,107,186,10.0,62,1.0,东南风,
2014-01-05 12:00:00,384,334,379,2.3,89,41,111,186,10.0,62,1.0,东南风,
2014-01-05 14:00:00,341,290,387,2.0,80,92,115,186,10.0,62,1.0,东南风,
2014-01-05 15:00:00,213,162,281,1.3,50,110,75,139,10.0,62,1.0,东南风,
2014-01-05 17:00:00,152,116,184,1.1,60,85,56,96,10.0,62,1.0,东南风,
2014-01-05 18:00:00,199,149,206,1.4,108,45,72,122,10.0,62,1.0,东南风,
2014-01-05 19:00:00,232,181,258,1.7,126,22,76,140,10.0,62,1.0,东南风,
2014-01-05 20:00:00,226,175,275,1.6,109,25,82,136,10.0,62,1.0,东南风,
2014-01-05 22:00:00,182,137,213,1.3,114,5,69,96,10.0,62,1.0,东南风,
2014-01-05 23:00:00,190,143,199,1.3,109,5,65,106,10.0,62,1.0,东南风,
2014-01-06 00:00:00,211,160,203,1.4,100,7,76,125,10.0,62,1.0,东南风,
2014-01-06 01:00:00,217,166,214,1.4,100,6,79,124,10.0,62,1.0,东南风,
2014-01-06 02:00:00,230,179,226,1.5,101,3,86,138,10.0,62,1.0,东南风,
2014-01-06 03:00:00,238,187,229,1.5,95,4,90,154,10.0,62,1.0,东南风,
2014-01-06 04:00:00,231,180,219,1.5,81,9,84,148,10.0,62,1.0,东南风,
2014-01-06 05:00:00,232,181,209,1.5,75,10,98,151,10.0,62,1.0,东南风,
2014-01-06 06:00:00,231,180,201,1.4,78,4,85,155,10.0,62,1.0,东南风,
2014-01-06 07:00:00,238,187,197,1.4,74,5,79,160,10.0,62,1.0,东南风,
2014-01-06 08:00:00,245,194,210,1.5,68,8,80,156,10.0,62,1.0,东南风,
2014-01-06 09:00:00,253,203,238,1.6,73,12,88,160,10.0,62,1.0,东南风,
2014-01-06 10:00:00,254,204,243,1.4,73,22,84,157,10.0,62,1.0,东南风,
2014-01-06 11:00:00,250,199,227,1.4,63,47,86,156,10.0,62,1.0,东南风,
2014-01-06 12:00:00,223,172,204,1.2,48,84,76,142,10.0,62,1.0,东南风,
2014-01-06 14:00:00,161,122,152,0.9,38,113,60,107,10.0,62,1.0,东南风,
2014-01-06 15:00:00,144,110,137,1.3,36,103,115,102,10.0,62,1.0,东南风,
2014-01-06 17:00:00,134,102,142,1.3,62,77,54,101,10.0,62,1.0,东南风,
2014-01-06 18:00:00,135,103,144,1.3,74,59,53,95,10.0,62,1.0,东南风,
2014-01-06 19:00:00,143,109,157,1.4,81,48,58,101,10.0,62,1.0,东南风,
2014-01-06 20:00:00,149,114,151,1.4,87,39,66,100,10.0,62,1.0,东南风,
2014-01-06 21:00:00,158,120,166,1.5,108,17,71,104,10.0,62,1.0,东南风,
2014-01-06 22:00:00,137,104,150,1.4,96,13,62,95,10.0,62,1.0,东南风,
2014-01-07 00:00:00,96,72,104,1.1,74,16,52,81,10.0,62,1.0,东南风,
2014-01-07 01:00:00,82,60,95,1.0,62,22,48,65,10.0,62,1.0,东南风,
2014-01-07 02:00:00,73,53,75,0.9,54,25,44,55,10.0,62,1.0,东南风,
2014-01-07 03:00:00,67,48,72,0.8,53,25,43,44,10.0,62,1.0,东南风,
2014-01-07 04:00:00,58,41,57,0.8,45,27,37,25,10.0,62,1.0,东南风,
2014-01-07 05:00:00,64,46,56,0.9,50,23,42,38,10.0,62,1.0,东南风,
2014-01-07 06:00:00,66,47,55,1.0,58,17,55,40,10.0,62,1.0,东南风,
2014-01-07 07:00:00,68,49,62,1.0,66,10,55,41,10.0,62,1.0,东南风,
2014-01-07 08:00:00,78,57,70,1.2,74,5,60,51,10.0,62,1.0,东南风,
2014-01-07 09:00:00,88,65,82,1.4,71,8,69,56,10.0,62,1.0,东南风,
2014-01-07 10:00:00,94,70,95,1.2,71,11,68,63,10.0,62,1.0,东南风,
2014-01-07 11:00:00,110,82,102,1.2,74,10,69,72,10.0,62,1.0,东南风,
2014-01-07 12:00:00,121,91,109,1.3,77,9,68,88,10.0,62,1.0,东南风,
2014-01-07 14:00:00,119,90,85,1.2,81,8,59,109,10.0,62,1.0,东南风,
2014-01-07 17:00:00,208,157,0,1.4,85,2,65,158,10.0,62,1.0,东南风,
2014-01-07 19:00:00,236,185,191,1.5,70,2,46,170,10.0,62,1.0,东南风,
2014-01-07 20:00:00,239,188,0,1.4,66,1,41,173,10.0,62,1.0,东南风,
2014-01-07 21:00:00,236,185,0,1.4,63,2,35,173,10.0,62,1.0,东南风,
2014-01-07 22:00:00,212,161,0,1.3,57,1,30,161,10.0,62,1.0,东南风,
2014-01-07 23:00:00,199,149,0,1.2,53,1,29,153,10.0,62,1.0,东南风,
2014-01-08 00:00:00,171,129,0,1.1,47,1,23,144,10.0,62,1.0,东南风,
2014-01-08 01:00:00,162,123,0,1.0,44,1,29,143,10.0,62,1.0,东南风,
2014-01-08 02:00:00,152,116,0,1.1,50,1,33,140,10.0,62,1.0,东南风,
2014-01-08 03:00:00,117,88,0,1.0,53,1,28,124,10.0,62,1.0,东南风,
2014-01-08 04:00:00,108,81,0,1.0,53,1,28,123,10.0,62,1.0,东南风,
2014-01-08 05:00:00,90,67,0,1.1,52,1,32,115,10.0,62,1.0,东南风,
2014-01-08 06:00:00,77,56,61,1.1,50,1,32,115,10.0,62,1.0,东南风,
2014-01-08 07:00:00,78,57,66,1.1,49,1,44,114,10.0,62,1.0,东南风,
2014-01-08 08:00:00,83,61,74,1.3,47,1,42,121,10.0,62,1.0,东南风,
2014-01-08 09:00:00,82,60,82,1.3,45,1,44,116,10.0,62,1.0,东南风,
2014-01-08 10:00:00,95,71,72,1.4,46,2,45,124,10.0,62,1.0,东南风,
2014-01-08 11:00:00,66,47,59,1.2,47,7,32,93,10.0,62,1.0,东南风,
2014-01-08 12:00:00,73,53,0,1.3,48,6,38,109,10.0,62,1.0,东南风,
2014-01-08 13:00:00,71,51,58,1.5,45,5,36,111,10.0,62,1.0,东南风,
2014-01-08 14:00:00,64,46,52,1.4,45,5,37,112,10.0,62,1.0,东南风,
2014-01-08 15:00:00,66,47,52,1.4,46,4,132,114,10.0,62,1.0,东南风,
2014-01-08 16:00:00,68,49,56,1.2,45,8,41,117,10.0,62,1.0,东南风,
2014-01-08 17:00:00,53,37,44,0.8,44,15,22,85,10.0,62,1.0,东南风,
2014-01-08 18:00:00,52,36,47,0.8,45,17,21,64,10.0,62,1.0,东南风,
2014-01-08 19:00:00,52,36,40,0.7,40,24,23,54,10.0,62,1.0,东南风,
2014-01-08 20:00:00,64,46,0,0.7,37,25,21,101,10.0,62,1.0,东南风,
2014-01-08 21:00:00,66,47,0,0.7,35,27,20,103,10.0,62,1.0,东南风,
2014-01-08 23:00:00,60,42,0,0.9,36,16,18,76,10.0,62,1.0,东南风,
2014-01-09 00:00:00,55,38,0,1.1,42,6,19,62,10.0,62,1.0,东南风,
2014-01-09 01:00:00,58,41,0,1.0,37,9,19,70,10.0,62,1.0,东南风,
2014-01-09 02:00:00,68,49,0,0.7,31,17,18,104,10.0,62,1.0,东南风,
2014-01-09 03:00:00,79,58,0,0.6,25,24,21,129,10.0,62,1.0,东南风,
2014-01-09 04:00:00,91,68,0,0.6,24,27,24,145,10.0,62,1.0,东南风,
2014-01-09 05:00:00,94,70,0,0.6,25,27,28,144,10.0,62,1.0,东南风,
2014-01-09 06:00:00,88,65,0,0.6,27,25,30,137,10.0,62,1.0,东南风,
2014-01-09 07:00:00,63,45,58,0.5,24,35,29,89,10.0,62,1.0,东南风,
2014-01-09 08:00:00,58,41,51,0.6,30,29,31,51,10.0,62,1.0,东南风,
2014-01-09 09:00:00,56,39,51,0.6,30,30,34,28,10.0,62,1.0,东南风,
2014-01-09 10:00:00,64,46,62,0.6,33,26,42,58,10.0,62,1.0,东南风,
2014-01-09 11:00:00,64,46,64,0.6,29,29,45,57,10.0,62,1.0,东南风,
2014-01-09 12:00:00,56,39,54,0.7,26,34,39,44,10.0,62,1.0,东南风,
2014-01-09 13:00:00,56,39,46,0.7,25,38,38,50,10.0,62,1.0,东南风,
2014-01-09 14:00:00,62,44,50,0.7,28,36,34,80,10.0,62,1.0,东南风,
2014-01-09 15:00:00,67,48,52,0.7,27,33,30,102,10.0,62,1.0,东南风,
2014-01-09 16:00:00,71,51,56,0.7,32,37,68,116,10.0,62,1.0,东南风,
2014-01-09 17:00:00,74,54,62,0.7,35,35,28,111,10.0,62,1.0,东南风,
2014-01-09 18:00:00,74,54,59,0.7,36,34,29,81,10.0,62,1.0,东南风,
2014-01-09 19:00:00,80,59,69,0.7,41,31,35,84,10.0,62,1.0,东南风,
2014-01-09 20:00:00,88,65,71,0.7,50,21,39,92,10.0,62,1.0,东南风,
2014-01-09 21:00:00,90,67,76,0.7,55,13,33,83,10.0,62,1.0,东南风,
2014-01-09 22:00:00,100,75,85,0.8,62,4,38,93,10.0,62,1.0,东南风,
2014-01-09 23:00:00,108,81,95,0.8,64,2,46,102,10.0,62,1.0,东南风,
2014-01-10 00:00:00,106,79,97,0.8,60,2,45,105,10.0,62,1.0,东南风,
2014-01-10 01:00:00,95,71,89,0.7,55,5,44,93,10.0,62,1.0,东南风,
2014-01-10 02:00:00,94,70,85,0.7,53,3,38,86,10.0,62,1.0,东南风,
2014-01-10 03:00:00,106,79,89,0.8,52,2,39,106,10.0,62,1.0,东南风,
2014-01-10 04:00:00,110,82,94,0.8,49,1,39,117,10.0,62,1.0,东南风,
2014-01-10 05:00:00,111,83,98,0.8,47,1,42,117,10.0,62,1.0,东南风,
2014-01-10 06:00:00,111,83,95,0.9,47,1,46,116,10.0,62,1.0,东南风,
2014-01-10 07:00:00,112,84,95,0.9,46,1,48,112,10.0,62,1.0,东南风,
2014-01-10 08:00:00,118,89,103,1.0,46,3,51,106,10.0,62,1.0,东南风,
2014-01-10 09:00:00,128,97,109,1.1,43,7,57,109,10.0,62,1.0,东南风,
2014-01-10 10:00:00,119,90,118,0.9,39,18,54,95,10.0,62,1.0,东南风,
2014-01-10 11:00:00,100,75,89,0.8,31,34,42,80,10.0,62,1.0,东南风,
2014-01-10 12:00:00,91,68,80,0.7,25,47,36,72,10.0,62,1.0,东南风,
2014-01-10 13:00:00,89,66,75,0.7,23,57,31,76,10.0,62,1.0,东南风,
2014-01-10 14:00:00,84,62,72,0.7,24,62,29,75,10.0,62,1.0,东南风,
2014-01-10 16:00:00,91,68,83,0.7,26,74,29,92,10.0,62,1.0,东南风,
2014-01-10 17:00:00,94,70,90,0.8,38,64,30,95,10.0,62,1.0,东南风,
2014-01-10 18:00:00,107,80,101,1.0,68,34,38,105,10.0,62,1.0,东南风,
2014-01-10 19:00:00,122,92,111,1.1,86,14,42,106,10.0,62,1.0,东南风,
2014-01-10 20:00:00,121,91,112,1.1,84,8,39,92,10.0,62,1.0,东南风,
2014-01-10 21:00:00,117,88,109,1.1,80,7,38,88,10.0,62,1.0,东南风,
2014-01-10 22:00:00,126,95,111,1.1,78,9,43,99,10.0,62,1.0,东南风,
2014-01-10 23:00:00,118,89,109,1.0,73,11,45,93,10.0,62,1.0,东南风,
2014-01-11 00:00:00,106,79,105,0.9,69,11,46,79,10.0,62,1.0,东南风,
2014-01-11 01:00:00,102,76,105,0.9,61,13,45,78,10.0,62,1.0,东南风,
2014-01-11 02:00:00,95,71,99,0.8,61,11,44,69,10.0,62,1.0,东南风,
2014-01-11 03:00:00,83,61,85,0.7,42,24,34,53,10.0,62,1.0,东南风,
2014-01-11 04:00:00,84,62,79,0.7,43,20,34,58,10.0,62,1.0,东南风,
2014-01-11 05:00:00,88,65,76,0.7,48,12,26,63,10.0,62,1.0,东南风,
2014-01-11 06:00:00,89,66,71,0.8,43,14,25,65,10.0,62,1.0,东南风,
2014-01-11 07:00:00,114,86,0,0.9,46,10,32,95,10.0,62,1.0,东南风,
2014-01-11 08:00:00,119,90,0,0.9,49,8,36,97,10.0,62,1.0,东南风,
2014-01-11 09:00:00,100,75,79,0.9,46,11,28,63,10.0,62,1.0,东南风,
2014-01-11 10:00:00,89,66,72,0.9,49,11,27,50,10.0,62,1.0,东南风,
2014-01-11 11:00:00,87,64,69,0.9,48,14,23,49,10.0,62,1.0,东南风,
2014-01-11 12:00:00,87,64,65,0.9,50,11,21,53,10.0,62,1.0,东南风,
2014-01-11 13:00:00,95,71,0,0.9,50,11,17,75,10.0,62,1.0,东南风,
2014-01-11 14:00:00,94,70,0,0.9,52,10,19,77,10.0,62,1.0,东南风,
2014-01-11 15:00:00,89,66,0,1.0,55,7,19,77,10.0,62,1.0,东南风,
2014-01-11 17:00:00,91,68,0,1.1,61,2,26,82,10.0,62,1.0,东南风,
2014-01-11 19:00:00,84,62,73,1.1,63,1,31,65,10.0,62,1.0,东南风,
2014-01-11 20:00:00,82,60,0,1.1,62,1,32,59,10.0,62,1.0,东南风,
2014-01-11 21:00:00,88,65,0,1.1,61,1,32,72,10.0,62,1.0,东南风,
2014-01-11 22:00:00,68,49,45,1.0,60,1,27,44,10.0,62,1.0,东南风,
2014-01-11 23:00:00,64,46,0,0.9,59,1,26,36,10.0,62,1.0,东南风,
2014-01-12 00:00:00,73,53,0,0.9,58,1,29,54,10.0,62,1.0,东南风,
2014-01-12 01:00:00,93,69,0,1.0,55,1,31,83,10.0,62,1.0,东南风,
2014-01-12 02:00:00,99,74,0,1.2,48,1,29,93,10.0,62,1.0,东南风,
2014-01-12 03:00:00,78,57,0,1.1,47,1,24,64,10.0,62,1.0,东南风,
2014-01-12 04:00:00,80,59,0,1.0,48,1,23,73,10.0,62,1.0,东南风,
2014-01-12 05:00:00,67,48,0,1.0,50,1,17,56,10.0,62,1.0,东南风,
2014-01-12 07:00:00,55,38,0,1.0,46,1,29,41,10.0,62,1.0,东南风,
2014-01-12 10:00:00,66,47,61,1.2,49,1,36,54,10.0,62,1.0,东南风,
2014-01-12 11:00:00,64,46,58,1.2,46,2,26,50,10.0,62,1.0,东南风,
2014-01-12 12:00:00,58,41,43,1.0,42,5,26,45,10.0,62,1.0,东南风,
2014-01-12 15:00:00,53,37,37,1.1,46,6,27,47,10.0,62,1.0,东南风,
2014-01-12 17:00:00,71,51,0,1.1,48,8,28,92,10.0,62,1.0,东南风,
2014-01-12 18:00:00,83,61,0,1.1,52,7,26,112,10.0,62,1.0,东南风,
2014-01-12 19:00:00,90,67,0,1.1,56,4,25,111,10.0,62,1.0,东南风,
2014-01-12 20:00:00,88,65,0,1.1,57,3,27,106,10.0,62,1.0,东南风,
2014-01-12 21:00:00,95,71,0,1.2,55,6,30,107,10.0,62,1.0,东南风,
2014-01-12 22:00:00,110,82,0,1.2,54,5,31,117,10.0,62,1.0,东南风,
2014-01-12 23:00:00,111,83,0,1.2,54,3,36,114,10.0,62,1.0,东南风,
2014-01-13 00:00:00,113,85,0,1.2,53,4,32,114,10.0,62,1.0,东南风,
2014-01-13 01:00:00,118,89,0,1.2,56,2,32,123,10.0,62,1.0,东南风,
2014-01-13 02:00:00,130,99,0,1.2,53,4,34,140,10.0,62,1.0,东南风,
2014-01-13 03:00:00,132,100,0,1.2,52,2,28,145,10.0,62,1.0,东南风,
2014-01-13 04:00:00,123,93,0,1.3,47,1,24,142,10.0,62,1.0,东南风,
2014-01-13 05:00:00,114,86,0,1.3,38,3,24,141,10.0,62,1.0,东南风,
2014-01-13 06:00:00,118,89,0,1.4,37,2,26,147,10.0,62,1.0,东南风,
2014-01-13 07:00:00,143,109,0,1.4,46,2,40,155,10.0,62,1.0,东南风,
2014-01-13 08:00:00,171,129,135,1.5,51,3,48,166,10.0,62,1.0,东南风,
2014-01-13 09:00:00,235,184,0,1.7,59,6,67,181,10.0,62,1.0,东南风,
2014-01-13 10:00:00,257,207,227,1.7,58,13,73,184,10.0,62,1.0,东南风,
2014-01-13 11:00:00,260,210,203,1.5,48,34,79,184,10.0,62,1.0,东南风,
2014-01-13 12:00:00,241,190,196,1.5,39,48,79,178,10.0,62,1.0,东南风,
2014-01-13 14:00:00,221,170,180,1.4,40,55,115,177,10.0,62,1.0,东南风,
2014-01-13 16:00:00,208,157,173,1.4,45,51,56,182,10.0,62,1.0,东南风,
2014-01-13 19:00:00,223,172,187,1.3,54,37,52,178,10.0,62,1.0,东南风,
2014-01-13 20:00:00,200,150,173,1.2,47,38,55,165,10.0,62,1.0,东南风,
2014-01-13 21:00:00,183,138,154,1.1,51,28,52,155,10.0,62,1.0,东南风,
2014-01-13 22:00:00,182,137,146,1.1,53,21,56,154,10.0,62,1.0,东南风,
2014-01-13 23:00:00,178,134,149,1.1,55,15,56,149,10.0,62,1.0,东南风,
2014-01-14 00:00:00,165,125,149,1.0,50,18,54,147,10.0,62,1.0,东南风,
2014-01-14 01:00:00,155,118,139,1.0,49,21,54,134,10.0,62,1.0,东南风,
2014-01-14 02:00:00,157,119,133,1.0,44,20,48,136,10.0,62,1.0,东南风,
2014-01-14 03:00:00,157,119,130,1.0,42,19,45,140,10.0,62,1.0,东南风,
2014-01-14 04:00:00,146,112,121,0.9,39,19,47,140,10.0,62,1.0,东南风,
2014-01-14 05:00:00,143,109,118,1.0,43,14,50,139,10.0,62,1.0,东南风,
2014-01-14 06:00:00,124,94,107,0.9,44,15,47,120,10.0,62,1.0,东南风,
2014-01-14 07:00:00,96,72,90,0.8,39,19,43,94,10.0,62,1.0,东南风,
2014-01-14 08:00:00,66,47,67,0.8,35,24,39,43,10.0,62,1.0,东南风,
2014-01-14 09:00:00,67,48,66,0.9,38,23,51,35,10.0,62,1.0,东南风,
2014-01-14 10:00:00,65,46,79,0.8,33,33,54,35,10.0,62,1.0,东南风,
2014-01-14 11:00:00,69,50,71,0.7,28,48,46,40,10.0,62,1.0,东南风,
2014-01-14 12:00:00,80,59,74,0.7,23,65,38,62,10.0,62,1.0,东南风,
2014-01-14 13:00:00,93,69,83,0.8,28,71,38,77,10.0,62,1.0,东南风,
2014-01-14 14:00:00,108,81,102,0.8,38,62,40,97,10.0,62,1.0,东南风,
2014-01-14 17:00:00,140,107,133,0.9,52,68,53,133,10.0,62,1.0,东南风,
2014-01-14 19:00:00,138,105,119,0.8,64,34,48,110,10.0,62,1.0,东南风,
2014-01-14 21:00:00,149,114,124,0.9,72,22,51,101,10.0,62,1.0,东南风,
